WAVY_ID:status:[data_types]:last_sync
WAVY02:38.720028,-9.140421:2025-01-01-00-00-00
WAVY02:38.719905,-9.140415:2025-01-01-00-05-20
WAVY02:38.720181,-9.139523:2025-01-01-00-05-25
WAVY02:38.719923,-9.139610:2025-01-01-00-05-30
WAVY02:38.720030,-9.140255:2025-01-01-00-05-35
WAVY02:38.719927,-9.139874:2025-01-01-00-05-40
WAVY02:38.719758,-9.139872:2025-01-01-00-05-45
WAVY02:38.719593,-9.140010:2025-01-01-00-05-50
WAVY02:38.720230,-9.139890:2025-01-01-00-05-55
WAVY02:38.720091,-9.139521:2025-01-01-00-06-00
WAVY02:38.719911,-9.139619:2025-01-01-00-06-05
WAVY02:38.719504,-9.140333:2025-01-01-00-06-10
WAVY02:38.720196,-9.139569:2025-01-01-00-06-15
WAVY02:38.719522,-9.139706:2025-01-01-00-06-20
WAVY02:38.719890,-9.140393:2025-01-01-00-06-25
WAVY02:38.719886,-9.139627:2025-01-01-00-06-30
WAVY02:38.719720,-9.140040:2025-01-01-00-06-35
WAVY02:38.719576,-9.140365:2025-01-01-00-06-40
WAVY02:38.719958,-9.139773:2025-01-01-00-06-45
WAVY02:38.719632,-9.139792:2025-01-01-00-06-50
WAVY02:38.720039,-9.139807:2025-01-01-00-06-55
WAVY02:38.720294,-9.139684:2025-01-01-00-07-00
WAVY02:38.719673,-9.139984:2025-01-01-00-07-05
WAVY02:38.719543,-9.139640:2025-01-01-00-07-10
WAVY02:38.719888,-9.139922:2025-01-01-00-07-15
WAVY02:38.720396,-9.140274:2025-01-01-00-07-20
WAVY02:38.719727,-9.140271:2025-01-01-00-07-25
WAVY02:38.720396,-9.140110:2025-01-01-00-07-30
WAVY02:38.719661,-9.139501:2025-01-01-00-07-35
WAVY02:38.719697,-9.140257:2025-01-01-00-07-40
WAVY02:38.720174,-9.140185:2025-01-01-00-07-45
WAVY02:38.719534,-9.139671:2025-01-01-00-07-50
WAVY02:38.719537,-9.139993:2025-01-01-00-07-55
WAVY02:38.719713,-9.139945:2025-01-01-00-08-00
WAVY02:38.719857,-9.140310:2025-01-01-00-08-05
WAVY02:38.720032,-9.140357:2025-01-01-00-08-10
WAVY02:38.720231,-9.140279:2025-01-01-00-08-15
WAVY02:38.720117,-9.139902:2025-01-01-00-08-20
WAVY02:38.720456,-9.139674:2025-01-01-00-08-25
WAVY02:38.720022,-9.139690:2025-01-01-00-08-30
WAVY02:38.720183,-9.139606:2025-01-01-00-08-35
WAVY02:38.719899,-9.139879:2025-01-01-00-08-40
WAVY02:38.720201,-9.140145:2025-01-01-00-08-45
WAVY02:38.719669,-9.140181:2025-01-01-00-08-50
WAVY02:38.719837,-9.140256:2025-01-01-00-08-55
WAVY02:38.720165,-9.140427:2025-01-01-00-09-00
WAVY02:38.719544,-9.139854:2025-01-01-00-09-05
WAVY02:38.720026,-9.140225:2025-01-01-00-09-10
WAVY02:38.719646,-9.140168:2025-01-01-00-09-15
WAVY02:38.720142,-9.140347:2025-01-01-00-09-20
WAVY02:38.720497,-9.139657:2025-01-01-00-09-25
WAVY02:38.720042,-9.139678:2025-01-01-00-09-30
WAVY02:38.719931,-9.139510:2025-01-01-00-09-35
WAVY02:38.719779,-9.139674:2025-01-01-00-09-40
WAVY02:38.720439,-9.140463:2025-01-01-00-09-45
WAVY02:38.720499,-9.139659:2025-01-01-00-09-50
WAVY02:38.719921,-9.140132:2025-01-01-00-09-55
WAVY02:38.720149,-9.139595:2025-01-01-00-10-00
WAVY02:38.719805,-9.139829:2025-01-01-00-10-05
WAVY02:38.719619,-9.140464:2025-01-01-00-10-10
WAVY02:38.719944,-9.139943:2025-01-01-00-10-15
WAVY02:38.719791,-9.140118:2025-01-01-00-10-20
WAVY02:38.720060,-9.140262:2025-01-01-00-10-25
WAVY02:38.719908,-9.139618:2025-01-01-00-10-30
WAVY02:38.719553,-9.140442:2025-01-01-00-10-35
WAVY02:38.719753,-9.140473:2025-01-01-00-10-40
WAVY02:38.719810,-9.140185:2025-01-01-00-10-45
WAVY02:38.720099,-9.139794:2025-01-01-00-10-50
WAVY02:38.720259,-9.139681:2025-01-01-00-10-55
WAVY02:38.719557,-9.139906:2025-01-01-00-11-00
WAVY02:38.719910,-9.140311:2025-01-01-00-11-05
WAVY02:38.719779,-9.139911:2025-01-01-00-11-10
WAVY02:38.720139,-9.139767:2025-01-01-00-11-15
WAVY02:38.720496,-9.140454:2025-01-01-00-11-20
WAVY02:38.720420,-9.140290:2025-01-01-00-11-25
WAVY02:38.719535,-9.139722:2025-01-01-00-11-30
WAVY02:38.720173,-9.140332:2025-01-01-00-11-35
WAVY02:38.720473,-9.139984:2025-01-01-00-11-40
WAVY02:38.720408,-9.140342:2025-01-01-00-11-45
WAVY02:38.720159,-9.139512:2025-01-01-00-11-50
WAVY02:38.719810,-9.140320:2025-01-01-00-11-55
WAVY02:38.720001,-9.140027:2025-01-01-00-12-00
WAVY02:38.719544,-9.140336:2025-01-01-00-12-05
WAVY02:38.720334,-9.139824:2025-01-01-00-12-10
WAVY02:38.720262,-9.139592:2025-01-01-00-12-15
WAVY02:38.719952,-9.140249:2025-01-01-00-12-20
WAVY02:38.719903,-9.140465:2025-01-01-00-12-25
WAVY02:38.719796,-9.139705:2025-01-01-00-00-00
WAVY02:38.719994,-9.140244:2025-01-01-00-00-05
WAVY02:38.719683,-9.140238:2025-01-01-00-00-10
WAVY02:38.719736,-9.140351:2025-01-01-00-00-15
WAVY02:38.719933,-9.139673:2025-01-01-00-00-20
WAVY02:38.719566,-9.139697:2025-01-01-00-00-25
WAVY02:38.720364,-9.139629:2025-01-01-00-00-30
WAVY02:38.719551,-9.139909:2025-01-01-00-00-35
WAVY02:38.719626,-9.140276:2025-01-01-00-00-40
WAVY02:38.719942,-9.140358:2025-01-01-00-00-45
WAVY02:38.719579,-9.139603:2025-01-01-00-00-50
WAVY02:38.720349,-9.140308:2025-01-01-00-00-55
WAVY02:38.719580,-9.140255:2025-01-01-00-01-00
WAVY02:38.719970,-9.139846:2025-01-01-00-01-05
WAVY02:38.720021,-9.140040:2025-01-01-00-01-10
WAVY02:38.720357,-9.139997:2025-01-01-00-01-15
WAVY02:38.720061,-9.139765:2025-01-01-00-01-20
WAVY02:38.720119,-9.140097:2025-01-01-00-01-25
WAVY02:38.720208,-9.140461:2025-01-01-00-01-30
WAVY02:38.720435,-9.139663:2025-01-01-00-01-35
WAVY02:38.719553,-9.139860:2025-01-01-00-01-40
WAVY02:38.719897,-9.140036:2025-01-01-00-01-45
WAVY02:38.719723,-9.140209:2025-01-01-00-01-50
WAVY02:38.720334,-9.139572:2025-01-01-00-01-55
WAVY02:38.719799,-9.140240:2025-01-01-00-02-00
WAVY02:38.720085,-9.140055:2025-01-01-00-02-05
WAVY02:38.720341,-9.140271:2025-01-01-00-02-10
WAVY02:38.720140,-9.139768:2025-01-01-00-02-15
WAVY02:38.719608,-9.139660:2025-01-01-00-02-20
WAVY02:38.720085,-9.139897:2025-01-01-00-02-25
WAVY02:38.719936,-9.140276:2025-01-01-00-02-30
WAVY02:38.720069,-9.139686:2025-01-01-00-02-35
WAVY02:38.719728,-9.140360:2025-01-01-00-02-40
WAVY02:38.719808,-9.140455:2025-01-01-00-02-45
WAVY02:38.720265,-9.139787:2025-01-01-00-02-50
WAVY02:38.529989,-8.890428:2025-01-01-00-00-00
WAVY02:38.530326,-8.889664:2025-01-01-00-00-05
WAVY02:38.530059,-8.889925:2025-01-01-00-00-10
WAVY02:38.530272,-8.890150:2025-01-01-00-00-15
WAVY02:38.530495,-8.889780:2025-01-01-00-00-20
WAVY02:38.530035,-8.890081:2025-01-01-00-00-25
WAVY02:38.530281,-8.889931:2025-01-01-00-00-30
WAVY02:38.530439,-8.890109:2025-01-01-00-00-35
WAVY02:38.530427,-8.889562:2025-01-01-00-00-40
WAVY02:38.529821,-8.889712:2025-01-01-00-00-45
WAVY02:38.530301,-8.890011:2025-01-01-00-00-50
WAVY02:38.530219,-8.889593:2025-01-01-00-00-55
WAVY02:38.529504,-8.889582:2025-01-01-00-01-00
WAVY02:38.530097,-8.889923:2025-01-01-00-01-05
WAVY02:38.529773,-8.890335:2025-01-01-00-01-10
WAVY02:38.529844,-8.889929:2025-01-01-00-01-15
WAVY02:38.529842,-8.889939:2025-01-01-00-01-20
WAVY02:38.529889,-8.889987:2025-01-01-00-01-25
WAVY02:38.530486,-8.890445:2025-01-01-00-01-30
WAVY02:38.529762,-8.889578:2025-01-01-00-01-35
WAVY02:38.529515,-8.890048:2025-01-01-00-01-40
WAVY02:38.529926,-8.889507:2025-01-01-00-01-45
WAVY02:38.530103,-8.890011:2025-01-01-00-01-50
WAVY02:38.530331,-8.890023:2025-01-01-00-01-55
WAVY02:38.529877,-8.890248:2025-01-01-00-02-00
WAVY02:38.529941,-8.889944:2025-01-01-00-02-05
WAVY02:38.529545,-8.890307:2025-01-01-00-02-10
WAVY02:38.529843,-8.890144:2025-01-01-00-02-15
WAVY02:38.529922,-8.890456:2025-01-01-00-02-20
WAVY02:38.529874,-8.889927:2025-01-01-00-02-25
WAVY02:38.530230,-8.889793:2025-01-01-00-02-30
WAVY02:38.530467,-8.889750:2025-01-01-00-02-35
WAVY02:38.529943,-8.889804:2025-01-01-00-02-40
WAVY02:38.530414,-8.889855:2025-01-01-00-02-45
WAVY02:38.529981,-8.889974:2025-01-01-00-02-50
WAVY02:38.530283,-8.890358:2025-01-01-00-02-55
WAVY02:38.529842,-8.890088:2025-01-01-00-03-00
WAVY02:38.530234,-8.890223:2025-01-01-00-03-05
WAVY02:38.529803,-8.889777:2025-01-01-00-03-10
WAVY02:38.530287,-8.889692:2025-01-01-00-03-15
WAVY02:38.529914,-8.890247:2025-01-01-00-03-20
WAVY02:38.529689,-8.890136:2025-01-01-00-03-25
WAVY02:38.529548,-8.889504:2025-01-01-00-03-30
WAVY02:38.529609,-8.889942:2025-01-01-00-03-35
WAVY02:38.530364,-8.889738:2025-01-01-00-03-40
WAVY02:38.529526,-8.890034:2025-01-01-00-03-45
WAVY02:38.529982,-8.889601:2025-01-01-00-03-50
WAVY02:38.530150,-8.890252:2025-01-01-00-03-55
WAVY02:38.530058,-8.889553:2025-01-01-00-04-00
WAVY02:38.530060,-8.890183:2025-01-01-00-04-05
WAVY02:38.530034,-8.890196:2025-01-01-00-04-10
WAVY02:38.530097,-8.889503:2025-01-01-00-04-15
WAVY02:38.529661,-8.889900:2025-01-01-00-04-20
WAVY02:38.530265,-8.890227:2025-01-01-00-04-25
WAVY02:38.529569,-8.890475:2025-01-01-00-04-30
WAVY02:38.530328,-8.890484:2025-01-01-00-04-35
WAVY02:38.529556,-8.889921:2025-01-01-00-04-40
WAVY02:38.530313,-8.890346:2025-01-01-00-04-45
WAVY02:38.530360,-8.889605:2025-01-01-00-04-50
WAVY02:38.530145,-8.889715:2025-01-01-00-04-55
WAVY02:38.529559,-8.889728:2025-01-01-00-05-00
WAVY02:38.529808,-8.889790:2025-01-01-00-05-05
WAVY02:38.530248,-8.889541:2025-01-01-00-05-10
WAVY02:38.529823,-8.890210:2025-01-01-00-05-15
WAVY02:38.529531,-8.890188:2025-01-01-00-05-20
WAVY02:38.529646,-8.890064:2025-01-01-00-05-25
WAVY02:38.530285,-8.889756:2025-01-01-00-05-30
WAVY02:38.529854,-8.890415:2025-01-01-00-05-35
WAVY02:38.529674,-8.890485:2025-01-01-00-05-40
WAVY02:38.529639,-8.890140:2025-01-01-00-05-45
WAVY02:38.530417,-8.889666:2025-01-01-00-05-50
WAVY02:38.529815,-8.890145:2025-01-01-00-05-55
WAVY02:38.530029,-8.889848:2025-01-01-00-06-00
WAVY02:38.529747,-8.889566:2025-01-01-00-06-05
WAVY02:38.529888,-8.889512:2025-01-01-00-06-10
WAVY02:38.529866,-8.890074:2025-01-01-00-06-15
WAVY02:38.530493,-8.890489:2025-01-01-00-06-20
WAVY02:38.529584,-8.889907:2025-01-01-00-06-25
WAVY02:38.529697,-8.890439:2025-01-01-00-06-30
WAVY02:38.529724,-8.890334:2025-01-01-00-06-35
WAVY02:38.530150,-8.890217:2025-01-01-00-06-40
WAVY02:38.529729,-8.890420:2025-01-01-00-06-45
WAVY02:38.530216,-8.889513:2025-01-01-00-06-50
WAVY02:38.529733,-8.890195:2025-01-01-00-06-55
WAVY02:38.530473,-8.889550:2025-01-01-00-07-00
WAVY02:38.530088,-8.889793:2025-01-01-00-07-05
WAVY02:38.530427,-8.890021:2025-01-01-00-07-10
WAVY02:38.530292,-8.890038:2025-01-01-00-07-15
WAVY02:38.530467,-8.890072:2025-01-01-00-07-20
WAVY02:38.529876,-8.889814:2025-01-01-00-07-25
WAVY02:38.530287,-8.890311:2025-01-01-00-07-30
WAVY02:38.529925,-8.889987:2025-01-01-00-07-35
WAVY02:38.529547,-8.889839:2025-01-01-00-07-40
WAVY02:38.530378,-8.889613:2025-01-01-00-07-45
WAVY02:38.529792,-8.889741:2025-01-01-00-07-50
WAVY02:38.530482,-8.889583:2025-01-01-00-07-55
WAVY02:38.530116,-8.889649:2025-01-01-00-08-00
WAVY02:38.530155,-8.890370:2025-01-01-00-08-05
WAVY02:38.530396,-8.889970:2025-01-01-00-08-10
WAVY02:38.530067,-8.890039:2025-01-01-00-08-15
WAVY02:38.530267,-8.890295:2025-01-01-00-08-20
WAVY02:38.529981,-8.890373:2025-01-01-00-08-25
WAVY02:38.530081,-8.890040:2025-01-01-00-08-30
WAVY02:38.529902,-8.890243:2025-01-01-00-08-35
WAVY02:38.529537,-8.889638:2025-01-01-00-08-40
WAVY02:38.530429,-8.890242:2025-01-01-00-08-45
WAVY02:38.529654,-8.889752:2025-01-01-00-08-50
WAVY02:38.529855,-8.890122:2025-01-01-00-08-55
WAVY02:38.530460,-8.889529:2025-01-01-00-09-00
WAVY02:38.529750,-8.889861:2025-01-01-00-09-05
WAVY02:38.530391,-8.890142:2025-01-01-00-09-10
WAVY02:38.529841,-8.890230:2025-01-01-00-09-15
WAVY02:38.529624,-8.889722:2025-01-01-00-09-20
WAVY02:38.530145,-8.889651:2025-01-01-00-09-25
WAVY02:38.530129,-8.889649:2025-01-01-00-09-30
WAVY02:38.530461,-8.889514:2025-01-01-00-09-35
WAVY02:38.530103,-8.889698:2025-01-01-00-09-40
WAVY02:38.529654,-8.890124:2025-01-01-00-09-45
WAVY02:38.529571,-8.889831:2025-01-01-00-09-50
WAVY02:38.530444,-8.890197:2025-01-01-00-09-55
WAVY02:38.530381,-8.889836:2025-01-01-00-10-00
WAVY02:38.529859,-8.890375:2025-01-01-00-10-05
WAVY02:38.530282,-8.890070:2025-01-01-00-10-10
WAVY02:38.530375,-8.890405:2025-01-01-00-10-15
WAVY02:38.530289,-8.890091:2025-01-01-00-10-20
WAVY02:38.530120,-8.890210:2025-01-01-00-10-25
WAVY02:38.529962,-8.889835:2025-01-01-00-10-30
WAVY02:38.530097,-8.890061:2025-01-01-00-10-35
WAVY02:38.530053,-8.889972:2025-01-01-00-10-40
WAVY02:38.530093,-8.889528:2025-01-01-00-10-45
WAVY02:38.529504,-8.890424:2025-01-01-00-10-50
WAVY02:38.530236,-8.889939:2025-01-01-00-10-55
WAVY02:38.529573,-8.889627:2025-01-01-00-11-00
WAVY02:38.529984,-8.890111:2025-01-01-00-11-05
WAVY02:38.530104,-8.890174:2025-01-01-00-11-10
WAVY02:38.530342,-8.890189:2025-01-01-00-11-15
WAVY02:38.529785,-8.889701:2025-01-01-00-11-20
WAVY02:38.530371,-8.890162:2025-01-01-00-11-25
WAVY02:38.530018,-8.890224:2025-01-01-00-11-30
WAVY02:38.529533,-8.890162:2025-01-01-00-11-35
WAVY02:38.530015,-8.889579:2025-01-01-00-11-40
WAVY02:38.529912,-8.890148:2025-01-01-00-11-45
WAVY02:38.530264,-8.890238:2025-01-01-00-11-50
WAVY02:38.530356,-8.889894:2025-01-01-00-11-55
WAVY02:38.529979,-8.890185:2025-01-01-00-12-00
WAVY02:38.530386,-8.890133:2025-01-01-00-12-05
WAVY02:38.529764,-8.890260:2025-01-01-00-12-10
WAVY02:38.530467,-8.889588:2025-01-01-00-12-15
WAVY02:38.529649,-8.890011:2025-01-01-00-12-20
WAVY02:38.529617,-8.889791:2025-01-01-00-12-25
WAVY02:38.530471,-8.890389:2025-01-01-00-12-30
WAVY02:38.529540,-8.889771:2025-01-01-00-12-35
WAVY02:38.530322,-8.889944:2025-01-01-00-12-40
WAVY02:38.530100,-8.890392:2025-01-01-00-12-45
WAVY02:38.529911,-8.890456:2025-01-01-00-12-50
WAVY02:38.529725,-8.889799:2025-01-01-00-12-55
WAVY02:38.529859,-8.889628:2025-01-01-00-13-00
WAVY02:38.530294,-8.889667:2025-01-01-00-13-05
WAVY02:38.529703,-8.890111:2025-01-01-00-13-10
WAVY02:38.529626,-8.890498:2025-01-01-00-13-15
WAVY02:38.529918,-8.890307:2025-01-01-00-13-20
WAVY02:38.529774,-8.889965:2025-01-01-00-13-25
WAVY02:38.530369,-8.890270:2025-01-01-00-13-30
WAVY02:38.530380,-8.890017:2025-01-01-00-13-35
WAVY02:38.530251,-8.889943:2025-01-01-00-13-40
WAVY02:38.529507,-8.890336:2025-01-01-00-13-45
WAVY02:38.530429,-8.890239:2025-01-01-00-13-50
WAVY02:38.529687,-8.889867:2025-01-01-00-13-55
WAVY02:38.530018,-8.890098:2025-01-01-00-14-00
WAVY02:38.530445,-8.889837:2025-01-01-00-14-05
WAVY02:38.530236,-8.889993:2025-01-01-00-14-10
WAVY02:38.530313,-8.890411:2025-01-01-00-14-15
WAVY02:38.530384,-8.889947:2025-01-01-00-14-20
WAVY02:38.530407,-8.889939:2025-01-01-00-14-25
WAVY02:38.530397,-8.889808:2025-01-01-00-14-30
WAVY02:38.529943,-8.889965:2025-01-01-00-14-35
WAVY02:38.530349,-8.889681:2025-01-01-00-14-40
WAVY02:38.529523,-8.889722:2025-01-01-00-14-45
WAVY02:38.529556,-8.889764:2025-01-01-00-14-50
WAVY02:38.529524,-8.890447:2025-01-01-00-14-55
WAVY02:38.530199,-8.890090:2025-01-01-00-15-00
WAVY02:38.529946,-8.889869:2025-01-01-00-15-05
WAVY02:38.529839,-8.890152:2025-01-01-00-15-10
WAVY02:38.530275,-8.890155:2025-01-01-00-15-15
WAVY02:38.530364,-8.890300:2025-01-01-00-15-20
WAVY02:38.530213,-8.889752:2025-01-01-00-15-25
WAVY02:38.529859,-8.890170:2025-01-01-00-15-30
WAVY02:38.529964,-8.890027:2025-01-01-00-15-35
WAVY02:38.530058,-8.889567:2025-01-01-00-15-40
WAVY02:38.530075,-8.890225:2025-01-01-00-15-45
WAVY02:38.530153,-8.889790:2025-01-01-00-15-50
WAVY02:38.530181,-8.889650:2025-01-01-00-15-55
WAVY02:38.530428,-8.889767:2025-01-01-00-16-00
WAVY02:38.530187,-8.890104:2025-01-01-00-16-05
WAVY02:38.530016,-8.889630:2025-01-01-00-16-10
WAVY02:38.530174,-8.889898:2025-01-01-00-16-15
WAVY02:38.529998,-8.890165:2025-01-01-00-16-20
WAVY02:38.529584,-8.890078:2025-01-01-00-16-25
WAVY02:38.530389,-8.889972:2025-01-01-00-16-30
WAVY02:38.529759,-8.889796:2025-01-01-00-16-35
WAVY02:38.529653,-8.890491:2025-01-01-00-16-40
WAVY02:38.530122,-8.890256:2025-01-01-00-16-45
WAVY02:38.529853,-8.890066:2025-01-01-00-16-50
WAVY02:38.529785,-8.890428:2025-01-01-00-16-55
WAVY02:38.530110,-8.890076:2025-01-01-00-17-00
WAVY02:38.530203,-8.890024:2025-01-01-00-17-05
WAVY02:38.529633,-8.890438:2025-01-01-00-17-10
WAVY02:38.529911,-8.890002:2025-01-01-00-17-15
WAVY02:38.529780,-8.890112:2025-01-01-00-17-20
WAVY02:38.530018,-8.889878:2025-01-01-00-17-25
WAVY02:38.530051,-8.889555:2025-01-01-00-17-30
WAVY02:38.530096,-8.889940:2025-01-01-00-17-35
WAVY02:38.530425,-8.890040:2025-01-01-00-17-40
WAVY02:38.530366,-8.889664:2025-01-01-00-17-45
WAVY02:38.530463,-8.889606:2025-01-01-00-17-50
WAVY02:38.529781,-8.889654:2025-01-01-00-17-55
WAVY02:38.530446,-8.889739:2025-01-01-00-18-00
WAVY02:38.529973,-8.890169:2025-01-01-00-18-05
WAVY02:38.530141,-8.889603:2025-01-01-00-18-10
WAVY02:38.529628,-8.890413:2025-01-01-00-18-15
WAVY02:38.530087,-8.890459:2025-01-01-00-18-20
WAVY02:38.529568,-8.890417:2025-01-01-00-18-25
WAVY02:38.530106,-8.890096:2025-01-01-00-18-30
WAVY02:38.530455,-8.889543:2025-01-01-00-18-35
WAVY02:38.529706,-8.889836:2025-01-01-00-18-40
WAVY02:38.530181,-8.890129:2025-01-01-00-18-45
WAVY02:38.529895,-8.890066:2025-01-01-00-18-50
WAVY02:38.529752,-8.889700:2025-01-01-00-18-55
WAVY02:38.530163,-8.889850:2025-01-01-00-19-00
WAVY02:38.530274,-8.890217:2025-01-01-00-19-05
WAVY02:38.530317,-8.890028:2025-01-01-00-19-10
WAVY02:38.530374,-8.889982:2025-01-01-00-19-15
WAVY02:38.530151,-8.890379:2025-01-01-00-19-20
WAVY02:38.529940,-8.890350:2025-01-01-00-19-25
WAVY02:38.529911,-8.889675:2025-01-01-00-19-30
WAVY02:38.530358,-8.890277:2025-01-01-00-19-35
WAVY02:38.530104,-8.889699:2025-01-01-00-19-40
WAVY02:38.529622,-8.889994:2025-01-01-00-19-45
WAVY02:38.529809,-8.890027:2025-01-01-00-19-50
WAVY02:38.530122,-8.890370:2025-01-01-00-19-55
WAVY02:38.529689,-8.890087:2025-01-01-00-20-00
WAVY02:38.530336,-8.890468:2025-01-01-00-20-05
WAVY02:38.529885,-8.890377:2025-01-01-00-20-10
WAVY02:38.530305,-8.889837:2025-01-01-00-20-15
WAVY02:38.530346,-8.889684:2025-01-01-00-20-20
WAVY02:38.530322,-8.889808:2025-01-01-00-20-25
WAVY02:38.529699,-8.890463:2025-01-01-00-20-30
WAVY02:38.530004,-8.890389:2025-01-01-00-20-35
WAVY02:38.529950,-8.889772:2025-01-01-00-20-40
WAVY02:38.530385,-8.889903:2025-01-01-00-20-45
WAVY02:38.529804,-8.890127:2025-01-01-00-20-50
WAVY02:38.530270,-8.890091:2025-01-01-00-20-55
WAVY02:38.530266,-8.889945:2025-01-01-00-21-00
WAVY02:38.529649,-8.890071:2025-01-01-00-21-05
WAVY02:38.529885,-8.890016:2025-01-01-00-21-10
WAVY02:38.530267,-8.889686:2025-01-01-00-21-15
WAVY02:38.530469,-8.890229:2025-01-01-00-21-20
WAVY02:38.529767,-8.889891:2025-01-01-00-21-25
WAVY02:38.529710,-8.889777:2025-01-01-00-21-30
WAVY02:38.529517,-8.890279:2025-01-01-00-21-35
WAVY02:38.529951,-8.890095:2025-01-01-00-21-40
WAVY02:38.530305,-8.890197:2025-01-01-00-21-45
WAVY02:38.530149,-8.890327:2025-01-01-00-21-50
WAVY02:38.529522,-8.889996:2025-01-01-00-21-55
WAVY02:38.529538,-8.890138:2025-01-01-00-22-00
WAVY02:38.530256,-8.890167:2025-01-01-00-22-05
WAVY02:38.530290,-8.889530:2025-01-01-00-22-10
WAVY02:38.529613,-8.889557:2025-01-01-00-22-15
WAVY02:38.529859,-8.890022:2025-01-01-00-22-20
WAVY02:38.529860,-8.889597:2025-01-01-00-22-25
WAVY02:38.530221,-8.889586:2025-01-01-00-22-30
WAVY02:38.529758,-8.890105:2025-01-01-00-22-35
WAVY02:38.530324,-8.890437:2025-01-01-00-22-40
WAVY02:38.529905,-8.889909:2025-01-01-00-22-45
WAVY02:38.529688,-8.889773:2025-01-01-00-22-50
WAVY02:38.529570,-8.890185:2025-01-01-00-22-55
WAVY02:38.530118,-8.890315:2025-01-01-00-23-00
WAVY02:38.529995,-8.890297:2025-01-01-00-23-05
WAVY02:38.529960,-8.889850:2025-01-01-00-23-10
